price,points,country,province
35.31771674744211,91,South Africa,Stellenbosch
35.0,86,US,California
48.0,88,US,California
20.0,86,France,Burgundy
70.0,90,US,Oregon
20.0,89,US,Oregon
15.0,90,US,California
20.0,87,Uruguay,Canelones
12.0,88,Italy,Sicily & Sardinia
35.0,94,Austria,Burgenland
25.0,85,US,Washington
14.0,85,Chile,Central Valley
16.0,85,New Zealand,Marlborough
34.0,88,Germany,Mosel
13.0,84,France,Bordeaux
40.0,90,Australia,Western Australia
65.0,92,US,Oregon
130.0,94,France,Champagne
22.0,88,US,Oregon
22.0,89,Argentina,Mendoza Province
22.0,87,Italy,Piedmont
56.0,86,Spain,Northern Spain
7.0,85,Romania,Viile Timisului
10.0,85,Spain,Northern Spain
80.0,90,US,California
50.0,90,France,Champagne
43.0,89,France,Burgundy
15.0,87,France,Provence
15.0,85,US,California
13.0,88,US,Washington
26.0,85,US,California
9.0,83,Italy,Northeastern Italy
15.0,84,US,Washington
18.0,88,US,California
48.0,86,US,California
42.0,91,US,Washington
60.0,91,Italy,Veneto
10.0,88,France,Bordeaux
50.0,87,France,Burgundy
15.0,91,Austria,Wagram
34.0,88,Spain,Galicia
16.0,86,New Zealand,Marlborough
28.0,90,US,California
45.0,91,US,California
60.0,89,Italy,Tuscany
28.0,82,US,California
12.0,86,US,Washington
56.0,92,US,California
19.0,90,Argentina,Mendoza Province
18.0,84,Portugal,Tejo
10.0,86,Moldova,Moldova
8.0,84,Chile,Central Valley
20.0,91,Austria,Thermenregion
18.0,85,US,California
25.0,84,US,California
40.0,88,France,Burgundy
95.0,93,South Africa,Stellenbosch
20.0,87,Chile,Colchagua Valley
50.0,93,US,Oregon
20.0,89,Italy,Northeastern Italy
50.0,89,Italy,Lombardy
40.0,92,US,California
25.0,86,US,California
41.0,88,Italy,Southern Italy
20.0,87,US,California
14.0,84,Spain,Catalonia
11.0,85,Chile,Maipo Valley
7.0,84,US,Washington
17.0,87,France,Loire Valley
17.0,84,Argentina,Mendoza Province
11.0,86,France,Southwest France
54.0,93,Australia,Western Australia
75.0,92,Italy,Piedmont
30.0,91,Portugal,Douro
40.0,88,US,California
35.31771674744211,86,Italy,Tuscany
29.0,91,US,New York
15.0,85,Argentina,Mendoza Province
20.0,88,France,Provence
32.0,93,US,California
15.0,90,France,Provence
18.0,85,US,California
50.0,84,US,Washington
165.0,91,US,California
30.0,85,France,Bordeaux
30.0,91,US,Washington
48.0,92,US,California
16.0,86,France,Burgundy
46.0,91,Austria,Wachau
30.0,88,US,Washington
36.0,87,Greece,Santorini
30.0,90,US,Oregon
57.0,89,Germany,Rheingau
11.0,85,Spain,Levante
20.0,87,New Zealand,Central Otago
28.0,90,France,Burgundy
21.0,91,US,California
28.0,86,US,California
20.0,88,US,Washington
16.0,87,US,California
18.0,85,Italy,Northeastern Italy
17.0,90,New Zealand,Hawke's Bay
30.0,87,Italy,Lombardy
35.0,91,Germany,Rheingau
28.0,90,US,California
65.0,92,US,California
68.0,90,Germany,Nahe
58.0,86,France,Champagne
50.0,91,Israel,Israel
15.0,86,US,Washington
14.0,88,France,Southwest France
9.0,87,Portugal,Tejo
29.0,89,US,New York
18.0,84,US,California
29.0,88,US,California
20.0,90,France,Loire Valley
90.0,92,US,California
18.0,86,Greece,Nemea
80.0,91,Italy,Tuscany
27.0,89,US,California
76.0,81,Germany,Franken
45.0,91,US,California
18.0,90,US,Washington
17.0,85,US,Washington
20.0,86,US,New York
15.0,86,Italy,Piedmont
62.0,88,France,Burgundy
40.0,89,US,Washington
24.0,90,New Zealand,Marlborough
18.0,87,US,Washington
46.0,92,France,Alsace
250.0,95,France,Bordeaux
35.31771674744211,90,France,Burgundy
16.0,86,Italy,Central Italy
40.0,89,US,Washington
70.0,92,Italy,Veneto
19.0,85,Chile,Curicó Valley
28.0,84,US,California
20.0,87,Portugal,Duriense
16.0,88,Portugal,Dão
45.0,95,France,Alsace
16.0,87,US,California
39.0,87,US,Washington
35.0,85,US,California
40.0,83,US,California
50.0,93,Italy,Piedmont
24.0,90,France,Rhône Valley
48.0,89,US,California
31.0,89,Italy,Tuscany
23.0,89,France,Southwest France
16.0,86,US,New York
35.31771674744211,83,France,Bordeaux
12.0,88,US,Washington
27.0,87,US,California
55.0,93,US,Oregon
8.0,84,Portugal,Bairrada
17.0,89,Italy,Northeastern Italy
80.0,93,Chile,Colchagua Valley
30.0,89,US,California
30.0,88,US,California
38.0,90,US,Oregon
29.0,91,Italy,Italy Other
60.0,88,US,California
35.31771674744211,95,Italy,Tuscany
58.0,91,US,California
65.0,89,Italy,Piedmont
65.0,90,France,Bordeaux
70.0,93,Spain,Northern Spain
40.0,91,Italy,Tuscany
24.0,86,US,Virginia
50.0,91,France,Bordeaux
65.0,91,US,California
78.0,90,US,California
10.0,81,Spain,Northern Spain
15.0,84,Argentina,Mendoza Province
36.0,89,Italy,Lombardy
48.0,89,US,California
10.0,88,France,Bordeaux
35.0,88,US,Oregon
69.0,92,Italy,Tuscany
16.0,91,Portugal,Dão
51.0,89,France,Champagne
50.0,95,US,Washington
15.0,80,US,California
32.0,91,US,Washington
30.0,90,France,Provence
45.0,94,US,Oregon
33.0,92,US,California
22.0,87,Chile,Limarí Valley
22.0,85,France,Burgundy
30.0,87,US,California
35.0,92,US,California
60.0,94,US,California
35.31771674744211,88,Italy,Tuscany
35.0,86,US,New York
15.0,88,Australia,Australia Other
30.0,90,France,Alsace
25.0,90,France,Beaujolais
48.0,92,France,Alsace
12.0,84,Chile,San Antonio
19.0,88,France,Loire Valley
18.0,86,Italy,Northeastern Italy
13.0,83,US,California
11.0,85,US,California
18.0,87,Italy,Veneto
21.0,85,US,California
35.0,87,Italy,Tuscany
14.0,88,Germany,Mosel
54.0,87,US,California
35.31771674744211,93,France,Burgundy
100.0,90,France,Champagne
70.0,92,US,California
40.0,89,US,Oregon
35.0,87,US,California
15.0,86,France,Bordeaux
21.0,88,Argentina,Mendoza Province
15.0,87,Spain,Catalonia
28.0,88,US,California
14.0,88,France,Bordeaux
18.0,89,France,Alsace
14.0,87,US,New York
20.0,91,US,Oregon
18.0,82,US,New York
56.0,91,Chile,Central Valley
40.0,92,Spain,Northern Spain
20.0,85,Chile,Cachapoal Valley
54.0,87,Italy,Piedmont
33.0,90,France,Burgundy
30.0,88,Argentina,Mendoza Province
40.0,88,US,California
95.0,98,Italy,Tuscany
17.0,87,Italy,Piedmont
40.0,93,France,Bordeaux
38.0,88,Italy,Tuscany
50.0,88,US,North Carolina
12.0,88,Chile,Casablanca Valley
25.0,90,US,Washington
30.0,90,US,California
20.0,84,South Africa,Franschhoek
24.0,92,US,Oregon
70.0,88,US,California
18.0,84,US,California
23.0,84,US,California
14.0,85,Italy,Tuscany
12.0,84,US,Oregon
10.0,86,South Africa,Western Cape
10.0,85,Portugal,Alentejano
50.0,88,Italy,Piedmont
10.0,86,US,California
35.0,91,US,California
7.0,83,Portugal,Vinho Verde
18.0,87,France,Burgundy
13.0,84,Mexico,Valle de Guadalupe
35.0,90,Italy,Southern Italy
35.0,91,US,Washington
25.0,85,Australia,Victoria
25.0,87,US,Oregon
10.0,85,Spain,Central Spain
30.0,87,France,Bordeaux
24.0,85,US,California
15.0,90,France,Bordeaux
120.0,91,Italy,Tuscany
11.0,84,Argentina,Mendoza Province
20.0,86,US,California
16.0,84,US,Idaho
50.0,92,US,California
12.0,86,Argentina,Mendoza Province
25.0,91,Spain,Catalonia
29.0,94,Austria,Wachau
20.0,84,Italy,Veneto
9.0,87,Spain,Levante
12.0,87,US,California
40.0,90,Chile,Colchagua Valley
30.0,87,France,Burgundy
15.0,88,France,Southwest France
55.0,88,US,California
24.0,88,US,California
14.0,91,France,Bordeaux
10.0,86,US,California
50.0,93,US,California
55.0,86,US,California
35.31771674744211,83,France,Bordeaux
58.0,86,France,Champagne
100.0,93,Spain,Northern Spain
35.31771674744211,92,France,Burgundy
12.0,86,US,California
20.0,87,Argentina,Other
15.0,88,Portugal,Douro
65.0,90,US,California
30.0,86,Spain,Central Spain
18.0,87,Italy,Central Italy
24.0,86,Italy,Tuscany
44.0,91,Chile,Elqui Valley
20.0,87,Argentina,Mendoza Province
25.0,86,Italy,Piedmont
35.0,82,Chile,Leyda Valley
35.31771674744211,86,Portugal,Alentejano
36.0,88,Spain,Northern Spain
30.0,86,Australia,South Australia
70.0,88,Italy,Piedmont
18.0,86,Italy,Northeastern Italy
18.0,84,US,New York
55.0,91,US,California
15.0,89,France,Bordeaux
69.0,87,US,California
21.0,91,New Zealand,Marlborough
150.0,93,US,California
35.31771674744211,91,France,Bordeaux
20.0,89,Italy,Northeastern Italy
225.0,93,US,California
60.0,91,Portugal,Tejo
24.0,87,US,California
12.0,86,Italy,Sicily & Sardinia
13.0,84,US,California
19.0,91,US,California
15.0,84,France,Provence
26.0,89,US,California
45.0,95,France,Alsace
12.0,87,Chile,Casablanca Valley
35.31771674744211,91,England,England
25.0,83,US,California
9.0,87,France,Bordeaux
35.31771674744211,93,France,Bordeaux
10.0,85,Spain,Northern Spain
45.0,91,Chile,Colchagua Valley
13.0,86,US,California
6.0,82,US,California
58.0,93,US,California
40.0,85,Italy,Southern Italy
80.0,93,France,Burgundy
13.0,87,Italy,Northeastern Italy
36.0,92,US,California
44.0,88,US,California
33.0,93,Austria,Kremstal
9.0,85,Portugal,Alentejo
21.0,88,US,California
47.0,93,US,California
13.0,83,Argentina,Mendoza Province
20.0,91,Portugal,Alentejo
70.0,93,Portugal,Port
55.0,93,US,California
25.0,84,France,Bordeaux
59.0,92,US,California
50.0,86,US,California
21.0,87,US,Oregon
13.0,82,Chile,Molina
20.0,88,Italy,Tuscany
48.0,92,France,Provence
100.0,93,Germany,Rheingau
34.0,89,US,California
43.0,90,Italy,Lombardy
28.0,87,US,Oregon
15.0,89,US,California
20.0,93,US,California
12.0,87,France,Languedoc-Roussillon
80.0,93,Italy,Tuscany
18.0,84,US,New York
26.0,90,US,California
85.0,94,US,Washington
16.0,88,US,Washington
50.0,92,US,California
18.0,87,US,California
12.0,84,France,Southwest France
10.0,85,Argentina,Mendoza Province
11.0,85,US,Washington
18.0,84,France,Burgundy
15.0,85,US,California
140.0,94,Argentina,Mendoza Province
55.0,93,US,Oregon
13.0,84,Chile,Central Valley
40.0,85,US,California
11.0,88,Portugal,Tejo
35.31771674744211,94,France,Bordeaux
35.0,91,France,Loire Valley
36.0,91,US,Oregon
17.0,87,Austria,Burgenland
29.0,88,South Africa,Paarl
26.0,89,US,California
47.0,89,France,Champagne
60.0,88,US,California
40.0,91,France,Provence
35.31771674744211,87,France,Alsace
65.0,88,France,Champagne
17.0,87,Argentina,Mendoza Province
15.0,89,Portugal,Alentejano
75.0,94,US,Washington
30.0,94,France,Loire Valley
55.0,87,US,Oregon
28.0,86,US,California
12.0,89,US,California
12.0,84,US,Oregon
30.0,92,US,California
17.0,87,US,Washington
54.0,90,New Zealand,Hawke's Bay
13.0,87,Spain,Northern Spain
40.0,90,South Africa,Coastal Region
50.0,88,US,California
16.0,90,Germany,Pfalz
18.0,89,France,Burgundy
13.0,92,Greece,Crete
29.0,92,US,California
20.0,91,US,California
17.0,88,Italy,Veneto
18.0,90,US,Washington
98.0,93,Italy,Piedmont
26.0,94,France,Southwest France
13.0,88,France,Bordeaux
37.0,90,US,Oregon
30.0,88,US,Idaho
50.0,91,US,California
30.0,93,US,California
32.0,90,US,California
10.0,86,Argentina,Mendoza Province
35.31771674744211,87,Spain,Catalonia
40.0,88,US,Washington
16.0,87,Spain,Catalonia
14.0,86,Chile,Colchagua Valley
35.31771674744211,88,Austria,Kamptal
20.0,81,US,California
15.0,89,Portugal,Douro
32.0,89,France,Loire Valley
35.0,90,US,Washington
18.0,91,Italy,Tuscany
21.0,85,Australia,New South Wales
21.0,81,Spain,Northern Spain
75.0,87,US,California
12.0,85,Argentina,Mendoza Province
20.0,87,France,Provence
60.0,91,Italy,Tuscany
38.0,85,Israel,Galil
10.0,84,Italy,Veneto
19.0,85,US,California
27.0,88,US,Washington
20.0,90,France,Alsace
10.0,85,Chile,Colchagua Valley
20.0,86,US,California
25.0,80,Chile,Casablanca Valley
29.0,90,US,California
28.0,86,US,Washington
26.0,86,France,Bordeaux
33.0,89,Italy,Tuscany
35.31771674744211,91,France,Bordeaux
9.0,86,France,Bordeaux
85.0,86,US,California
19.0,88,Australia,South Australia
35.31771674744211,91,France,Provence
11.0,84,US,California
30.0,87,US,Oregon
33.0,84,US,Virginia
15.0,86,France,Bordeaux
19.0,87,Italy,Veneto
35.31771674744211,88,France,Rhône Valley
26.0,87,Italy,Tuscany
30.0,90,Australia,Western Australia
35.31771674744211,91,Austria,Weinviertel
9.0,86,Portugal,Lisboa
55.0,92,France,Rhône Valley
26.0,88,US,Oregon
17.0,88,France,Bordeaux
55.0,90,Italy,Tuscany
17.0,88,Italy,Central Italy
15.0,89,US,Washington
22.0,87,Germany,Mosel
70.0,93,US,California
17.0,88,South Africa,Wellington
32.0,88,US,California
11.0,86,Bulgaria,Thracian Valley
29.0,88,US,Idaho
70.0,93,France,Burgundy
85.0,91,Italy,Northeastern Italy
75.0,91,US,California
35.31771674744211,90,France,France Other
60.0,89,Italy,Tuscany
117.0,90,France,Burgundy
28.0,86,US,California
45.0,89,US,California
50.0,92,US,California
49.0,93,US,California
15.0,87,Chile,Leyda Valley
25.0,87,US,California
106.0,94,Italy,Veneto
24.0,89,South Africa,Franschhoek
35.0,84,US,California
48.0,91,US,California
35.31771674744211,85,Italy,Piedmont
17.0,91,Italy,Central Italy
27.0,82,US,America
24.0,90,US,New York
50.0,91,US,California
35.31771674744211,91,Italy,Northeastern Italy
50.0,91,US,California
57.0,89,Italy,Tuscany
60.0,92,US,California
64.0,90,US,California
10.0,87,Spain,Northern Spain
34.0,91,US,California
55.0,90,US,California
25.0,89,US,Oregon
20.0,88,Italy,Northeastern Italy
11.0,81,France,France Other
19.0,87,US,New York
43.0,87,US,California
19.0,89,Italy,Piedmont
20.0,83,US,California
70.0,91,Italy,Piedmont
15.0,87,Italy,Southern Italy
17.0,89,Germany,Mosel
35.31771674744211,90,France,Loire Valley
50.0,90,Italy,Tuscany
15.0,87,US,New York
12.0,84,Argentina,Mendoza Province
44.0,93,Austria,Burgenland
54.0,95,US,California
38.0,91,Italy,Northeastern Italy
35.31771674744211,94,France,Bordeaux
40.0,92,Italy,Central Italy
40.0,91,US,California
14.0,88,Portugal,Port
24.0,83,US,California
21.0,87,Italy,Tuscany
17.0,84,US,California
60.0,92,Italy,Southern Italy
32.0,90,US,California
50.0,90,US,California
14.0,83,France,Bordeaux
12.0,83,Chile,Maule Valley
22.0,91,Italy,Central Italy
29.0,92,Argentina,Mendoza Province
45.0,90,Italy,Tuscany
95.0,97,Portugal,Port
13.0,86,France,Bordeaux
25.0,87,Italy,Southern Italy
60.0,91,US,California
20.0,88,Spain,Northern Spain
11.0,86,US,Virginia
35.31771674744211,88,Portugal,Tejo
40.0,92,US,Washington
10.0,82,Spain,Northern Spain
50.0,94,US,California
25.0,89,Italy,Northeastern Italy
80.0,90,US,California
12.0,87,US,California
23.0,87,US,California
40.0,94,France,Alsace
15.0,87,US,California
14.0,85,US,New York
17.0,90,Spain,Northern Spain
75.0,95,US,California
26.0,91,Portugal,Alentejano
20.0,88,Italy,Northeastern Italy
15.0,84,Argentina,Mendoza Province
13.0,84,US,New York
38.0,93,US,Washington
34.0,84,US,California
10.0,87,Portugal,Vinho Verde
14.0,87,France,Bordeaux
18.0,86,US,California
28.0,89,US,Washington
16.0,86,US,California
7.0,83,Argentina,Mendoza Province
13.0,86,France,Provence
10.0,85,Chile,Maule Valley
12.0,84,Spain,Northern Spain
22.0,90,Italy,Sicily & Sardinia
40.0,84,US,California
75.0,92,Chile,Maipo Valley
38.0,88,Italy,Southern Italy
35.31771674744211,92,Portugal,Douro
17.0,86,Argentina,Mendoza Province
39.0,87,US,California
25.0,86,US,California
21.0,89,Argentina,Mendoza Province
22.0,88,US,California
19.0,87,France,Bordeaux
36.0,92,US,California
25.0,89,France,Alsace
15.0,90,Portugal,Tejo
35.31771674744211,84,France,Loire Valley
8.0,85,Chile,Central Valley
38.0,86,Israel,Galil
33.0,92,Austria,Kremstal
14.0,86,Spain,Northern Spain
23.0,88,Italy,Tuscany
14.0,88,Portugal,Port
24.0,87,France,Bordeaux
15.0,86,Argentina,Mendoza Province
50.0,92,US,Washington
15.0,88,Chile,Elqui Valley
9.0,83,Spain,Northern Spain
14.0,89,US,California
29.0,87,Italy,Tuscany
40.0,93,US,California
135.0,95,France,Burgundy
100.0,90,Italy,Tuscany
15.0,90,France,Provence
38.0,92,US,California
31.0,91,France,Provence
7.0,84,US,California
35.0,89,US,California
18.0,86,US,New York
41.0,91,Italy,Tuscany
21.0,89,US,California
25.0,91,Germany,Rheingau
14.0,87,Greece,Drama
23.0,85,US,Virginia
35.31771674744211,85,Portugal,Douro
17.0,90,Spain,Galicia
22.0,85,US,California
18.0,91,Germany,Rheinhessen
5.0,84,Portugal,Portuguese Table Wine
130.0,91,Italy,Southern Italy
10.0,86,Chile,Colchagua Valley
17.0,87,Israel,Galilee
25.0,84,Spain,Northern Spain
35.31771674744211,88,Italy,Tuscany
28.0,89,Italy,Sicily & Sardinia
35.31771674744211,86,Italy,Sicily & Sardinia
35.31771674744211,91,France,Alsace
49.0,86,Italy,Piedmont
18.0,90,France,Alsace
95.0,95,US,California
25.0,87,US,California
20.0,88,France,Bordeaux
18.0,88,France,Provence
40.0,93,Spain,Northern Spain
9.0,86,Romania,Romania
25.0,84,US,California
80.0,92,France,Alsace
32.0,90,Italy,Tuscany
62.0,92,Spain,Northern Spain
45.0,94,US,California
36.0,92,US,Oregon
38.0,91,US,California
19.0,90,US,Oregon
116.0,97,Portugal,Port
10.0,88,US,Washington
35.0,90,Argentina,Mendoza Province
35.31771674744211,87,France,Bordeaux
15.0,85,Italy,Northeastern Italy
25.0,89,US,California
16.0,89,Germany,Mosel
15.0,88,US,California
30.0,89,Italy,Tuscany
30.0,91,US,California
96.0,92,US,California
25.0,91,US,California
48.0,91,US,California
38.0,82,US,Virginia
55.0,92,US,Oregon
24.0,89,France,Beaujolais
8.0,85,Chile,Central Valley
17.0,86,Italy,Veneto
45.0,90,US,California
40.0,91,Italy,Piedmont
22.0,90,France,Alsace
14.0,88,Italy,Veneto
75.0,88,France,Burgundy
23.0,91,Germany,Mosel
90.0,93,US,Oregon
35.31771674744211,89,France,Alsace
38.0,89,US,California
22.0,85,France,Bordeaux
17.0,85,France,Burgundy
140.0,88,Spain,Northern Spain
25.0,89,Italy,Sicily & Sardinia
10.0,86,Portugal,Alentejano
20.0,89,US,California
32.0,92,US,California
28.0,87,US,Washington
18.0,92,Portugal,Lisboa
39.0,85,Spain,Northern Spain
33.0,93,US,California
30.0,85,US,Washington
19.0,86,Argentina,Other
16.0,85,Argentina,Mendoza Province
75.0,87,US,California
27.0,90,US,California
25.0,85,US,California
60.0,90,US,Washington
38.0,91,US,California
12.0,87,US,Idaho
35.0,89,Italy,Piedmont
30.0,90,Italy,Tuscany
25.0,90,US,California
17.0,88,US,Michigan
50.0,92,US,California
50.0,88,US,California
11.0,89,Chile,Colchagua Valley
70.0,88,US,California
50.0,90,France,Champagne
26.0,87,US,California
35.0,87,Italy,Tuscany
35.31771674744211,86,France,Bordeaux
72.0,95,US,California
55.0,93,US,California
16.0,86,US,California
24.0,92,US,Washington
15.0,85,Spain,Levante
20.0,86,South Africa,Simonsberg-Stellenbosch
80.0,92,US,California
22.0,88,Italy,Northeastern Italy
35.31771674744211,92,France,Burgundy
100.0,90,France,Champagne
15.0,84,US,New York
11.0,91,US,California
35.31771674744211,87,Italy,Piedmont
22.0,87,US,Washington
25.0,91,France,Burgundy
48.0,90,US,California
28.0,86,Italy,Veneto
28.0,87,US,California
13.0,85,France,Burgundy
25.0,87,US,Washington
15.0,88,Australia,Victoria
65.0,93,US,California
34.0,92,Germany,Mosel
65.0,89,US,Oregon
10.0,88,Chile,Casablanca Valley
25.0,89,US,Washington
50.0,89,US,California
48.0,91,US,Oregon
14.0,87,US,New York
35.31771674744211,89,France,Alsace
9.0,87,Portugal,Douro
30.0,86,US,Washington
48.0,92,US,California
60.0,95,Austria,Wachau
34.0,91,Spain,Northern Spain
50.0,87,Italy,Piedmont
25.0,82,Chile,Leyda Valley
45.0,90,US,California
75.0,91,Italy,Piedmont
18.0,85,US,New Mexico
45.0,91,US,Washington
25.0,81,US,California
50.0,90,Portugal,Tejo
30.0,88,US,Washington
23.0,87,US,Virginia
45.0,86,Italy,Tuscany
40.0,89,US,California
28.0,86,US,Oregon
10.0,83,Spain,Northern Spain
20.0,89,Italy,Central Italy
50.0,89,US,Oregon
75.0,93,US,California
60.0,84,US,California
14.0,85,US,California
32.0,92,US,California
20.0,84,US,California
32.0,87,Italy,Piedmont
10.0,87,Italy,Tuscany
40.0,90,Portugal,Vinho Espumante de Qualidade
60.0,91,Spain,Northern Spain
89.0,93,Spain,Catalonia
48.0,93,Italy,Tuscany
17.0,82,US,California
28.0,92,US,California
23.0,91,Austria,Südsteiermark
42.0,91,Germany,Mosel
32.0,92,US,Washington
30.0,88,France,Bordeaux
18.0,88,New Zealand,Marlborough
21.0,90,US,Washington
24.0,90,US,California
45.0,94,US,California
36.0,90,US,California
65.0,91,US,Washington
42.0,88,US,California
25.0,89,US,California
36.0,91,Portugal,Tejo
55.0,87,Italy,Piedmont
24.0,84,US,California
35.31771674744211,84,Italy,Veneto
22.0,91,US,California
23.0,91,US,Oregon
50.0,91,US,Washington
35.0,88,Italy,Tuscany
16.0,91,Italy,Northeastern Italy
35.31771674744211,93,France,Bordeaux
75.0,94,France,Burgundy
36.0,87,US,California
30.0,90,Argentina,Mendoza Province
30.0,93,US,California
30.0,90,US,Washington
42.0,88,New Zealand,Martinborough
24.0,90,US,California
15.0,86,Italy,Northeastern Italy
65.0,88,Italy,Southern Italy
22.0,88,US,New York
20.0,90,US,Washington
50.0,90,US,California
113.0,92,France,Burgundy
35.31771674744211,86,Italy,Central Italy
35.31771674744211,94,France,Bordeaux
35.31771674744211,85,Italy,Tuscany
75.0,93,France,Burgundy
13.0,88,France,Bordeaux
25.0,85,France,Bordeaux
16.0,90,France,Loire Valley
40.0,89,France,Burgundy
27.0,88,France,Bordeaux
45.0,87,US,California
14.0,88,Austria,Burgenland
45.0,89,Italy,Southern Italy
85.0,88,US,California
25.0,88,France,Bordeaux
13.0,88,Australia,South Australia
50.0,89,Israel,Galilee
30.0,90,US,California
70.0,91,Spain,Northern Spain
14.0,88,France,Bordeaux
100.0,90,Argentina,Mendoza Province
55.0,92,US,Oregon
9.0,81,US,California
21.0,91,Spain,Northern Spain
12.0,89,US,Washington
105.0,87,Italy,Piedmont
14.0,82,US,California
35.0,93,Italy,Tuscany
40.0,90,France,Beaujolais
70.0,98,Italy,Piedmont
50.0,92,US,Washington
26.0,90,US,California
23.0,87,France,Burgundy
24.0,90,US,California
34.0,87,US,California
15.0,86,US,California
18.0,92,US,California
25.0,87,France,Burgundy
24.0,89,Portugal,Alentejano
16.0,88,Portugal,Lisboa
12.0,82,Spain,Central Spain
15.0,86,Spain,Catalonia
23.0,87,US,Virginia
10.0,85,Portugal,Lisboa
31.0,90,Spain,Catalonia
14.0,88,US,California
25.0,90,Argentina,Mendoza Province
35.0,91,US,Washington
17.0,87,Italy,Tuscany
12.0,90,Portugal,Douro
42.0,93,US,California
30.0,90,US,Washington
20.0,87,US,California
11.0,87,Chile,Maule Valley
22.0,91,US,Washington
37.0,91,Italy,Piedmont
120.0,92,Argentina,Mendoza Province
35.31771674744211,88,Italy,Piedmont
40.0,92,France,Bordeaux
10.0,84,France,France Other
36.0,89,US,California
24.0,91,Hungary,Tokaj
60.0,92,US,California
14.0,85,Italy,Veneto
10.0,86,Spain,Northern Spain
35.0,89,US,Oregon
15.0,88,Spain,Northern Spain
19.0,92,France,Loire Valley
53.0,88,US,Washington
24.0,84,Chile,Casablanca Valley
25.0,89,US,Virginia
30.0,90,US,New York
20.0,85,Italy,Northeastern Italy
20.0,88,Italy,Veneto
22.0,87,Italy,Veneto
13.0,83,Argentina,Mendoza Province
35.0,90,France,Bordeaux
15.0,84,Chile,Curicó Valley
50.0,92,France,Alsace
40.0,91,Spain,Northern Spain
20.0,85,US,New York
38.0,91,US,California
30.0,85,US,New York
15.0,86,US,California
75.0,90,Italy,Piedmont
18.0,86,Austria,Burgenland
35.0,90,US,California
10.0,86,Australia,Australia Other
15.0,87,Chile,Casablanca Valley
84.0,94,Portugal,Douro
28.0,90,US,Washington
32.0,93,New Zealand,Marlborough
28.0,89,US,New York
75.0,87,Chile,Apalta
85.0,91,US,California
20.0,88,France,Loire Valley
19.0,90,Italy,Tuscany
9.0,84,Portugal,Tejo
20.0,89,Italy,Northeastern Italy
17.0,86,US,California
10.0,90,US,California
15.0,87,France,Rhône Valley
19.0,87,Italy,Sicily & Sardinia
12.0,83,France,Bordeaux
28.0,85,US,California
145.0,94,US,California
12.0,86,Argentina,Other
14.0,86,US,California
47.0,94,US,California
38.0,89,Italy,Northeastern Italy
8.0,85,Chile,Cachapoal Valley
20.0,87,France,Burgundy
10.0,87,Chile,Colchagua Valley
21.0,87,US,California
27.0,91,US,California
45.0,89,Italy,Piedmont
39.0,86,France,Provence
18.0,85,Italy,Southern Italy
20.0,90,France,Burgundy
13.0,83,Spain,Northern Spain
60.0,93,US,Oregon
50.0,89,US,Washington
60.0,94,France,Champagne
11.0,83,Argentina,Mendoza Province
18.0,86,France,Alsace
23.0,88,US,California
16.0,86,France,Loire Valley
25.0,90,Chile,Peumo
11.0,82,Argentina,Other
64.0,93,Portugal,Dão
38.0,88,US,Washington
24.0,89,US,California
15.0,83,Australia,New South Wales
15.0,89,US,California
35.0,87,US,New York
16.0,92,Portugal,Vinho Verde
14.0,85,France,Loire Valley
40.0,90,US,Washington
16.0,85,US,Washington
55.0,92,US,Washington
19.0,89,Italy,Southern Italy
80.0,87,France,Champagne
15.0,86,Portugal,Tejo
16.0,83,Chile,Maule Valley
16.0,91,US,Oregon
31.0,86,France,Burgundy
50.0,95,US,California
38.0,94,Austria,Kamptal
14.0,85,France,Rhône Valley
35.0,89,Italy,Tuscany
17.0,88,US,California
35.31771674744211,90,France,Bordeaux
18.0,89,Israel,Shomron
38.0,88,US,California
11.0,88,Argentina,Mendoza Province
40.0,87,US,California
13.0,85,France,France Other
23.0,91,Portugal,Alentejano
11.0,88,France,Provence
45.0,91,US,California
19.0,88,Austria,Wachau
13.0,86,Chile,Colchagua Valley
28.0,92,US,California
64.0,91,Italy,Northeastern Italy
17.0,90,France,Alsace
18.0,89,Italy,Sicily & Sardinia
35.0,90,US,California
50.0,90,US,California
26.0,88,Italy,Veneto
25.0,90,Portugal,Bairrada
26.0,87,Greece,Naoussa
60.0,91,Spain,Northern Spain
209.0,93,Italy,Tuscany
34.0,91,France,Southwest France
35.0,88,Italy,Tuscany
10.0,81,Australia,Australia Other
14.0,84,Spain,Levante
460.0,100,Italy,Tuscany
18.0,89,Italy,Tuscany
19.0,88,Italy,Tuscany
37.0,90,Chile,Colchagua Valley
100.0,93,Chile,Santa Cruz
55.0,85,US,California
44.0,90,US,California
16.0,90,US,Oregon
32.0,89,US,California
20.0,90,US,New York
16.0,84,US,Washington
25.0,89,US,Oregon
35.31771674744211,93,France,Burgundy
15.0,88,France,Bordeaux
10.0,84,Argentina,Mendoza Province
25.0,87,US,Oregon
35.31771674744211,87,US,Washington
13.0,88,US,California
15.0,84,Argentina,Mendoza Province
27.0,91,Spain,Catalonia
36.0,91,US,Oregon
25.0,88,Italy,Tuscany
20.0,85,France,France Other
30.0,83,US,California
19.0,87,Argentina,Mendoza Province
20.0,89,Argentina,Mendoza Province
12.0,85,Portugal,Tejo
